seed,scene_id,sign_error_rate,rmse,passive_rmse,reveal_fraction,chosen_sign,true_sign,wrong_sign
25,0,0.0,0.10939040990001339,0.9482493188339973,0.8059290941199018,1,1,0
25,1,0.0,0.6540462396528767,1.358005599431269,0.37789136737063883,-1,-1,0
25,2,0.0,0.4593086616446109,0.9985234899749139,0.4233894085013298,1,1,0
25,3,0.0,0.25992360376277457,0.779755325702637,0.5004249919947751,1,1,0
25,4,0.0,0.3009178846597375,1.148486880233216,0.5913096611566486,-1,-1,0
25,5,0.0,0.061179642049630494,1.0170529374851374,0.8549053872799338,-1,-1,0
25,6,0.0,0.47809221333463636,1.0904878042054875,0.45728390387845125,-1,-1,0
25,7,0.0,0.15225672991080175,1.3390023876023636,0.7912307468321332,1,1,0
25,8,0.0,0.2438370248542837,1.0052535957410842,0.6776002888883297,1,1,0
25,9,0.0,0.6018944571247018,1.2626385393583537,0.3983243437782545,1,1,0
25,10,0.0,0.4434380807498021,0.942520438351712,0.42752850371344375,1,1,0
25,11,0.0,0.1093630861735466,0.9424217342638592,0.7615985332132068,-1,-1,0
25,12,0.0,0.37540775437342494,1.2657963540527222,0.5713579876543465,-1,-1,0
25,13,0.0,0.06831814272878207,0.9319515463121969,0.8267796697704126,-1,-1,0
25,14,0.0,0.17246287357561202,0.5801832003040622,0.5480164296945425,1,1,0
25,15,0.0,0.5108856255367261,1.0291130787461946,0.3729056383401233,-1,-1,0
25,16,0.0,0.12221767638474303,1.0625332460609125,0.7611028729966919,-1,-1,0
25,17,0.0,0.3483357400198202,0.9484029295832095,0.52647465006328,1,1,0
25,18,0.0,0.5843210710308978,1.441321732505734,0.4836509258227888,-1,-1,0
25,19,0.0,0.47009288666375393,1.2860844553744386,0.48795693835395754,1,1,0
25,20,0.0,0.09174114166418595,0.803937818140636,0.772869899073263,1,1,0
25,21,0.0,0.20299742712183508,1.2083683147586155,0.7146120242948341,-1,-1,0
25,22,0.0,0.5472364986388436,1.4629857839358893,0.5260468938682112,-1,-1,0
25,23,0.0,0.6806387417147741,1.3741496403240048,0.37984867670570155,1,1,0
25,24,0.0,0.2902211240898987,0.9562809846898132,0.5694447476575453,1,1,0
25,25,0.0,0.3517354056294293,1.4522968551224689,0.6646021354338243,-1,-1,0
25,26,0.0,0.07809860073996079,1.0912305396464952,0.8585883027576157,1,1,0
25,27,0.0,0.3119675603757344,1.4448717795534929,0.641650370817992,1,1,0
25,28,0.0,0.09075462477852057,1.26663229138533,0.8408907731022797,-1,-1,0
25,29,0.0,0.40852323891476594,0.7953841140726433,0.3813336389798396,-1,-1,0
25,30,0.0,0.3311387296403288,1.2773635787451658,0.5810215511640775,1,1,0
25,31,0.0,0.5350126920269006,1.166548460420134,0.43023270846482,1,1,0
25,32,0.0,0.44304566822939434,1.0112132401017209,0.45714694725450444,-1,-1,0
25,33,0.0,0.06290712255190868,1.0420230139808346,0.8613069747952715,1,1,0
25,34,0.0,0.5614978630897677,1.1968557473808388,0.38123836094368746,1,1,0
25,35,0.0,0.405642702827947,1.00007551615645,0.4838629300835339,-1,-1,0
25,36,0.0,0.5641205554416009,1.2023846802910143,0.4080053503116271,-1,-1,0
25,37,0.0,0.6286471879827015,1.269678020977911,0.41622270272143075,-1,-1,0
25,38,0.0,0.4186670494781644,0.968952268917541,0.46798293496793075,-1,-1,0
25,39,0.0,0.08890431435902703,1.2569005658971222,0.8267535372981543,1,1,0
25,40,0.0,0.03965850087336785,0.5964594099419164,0.8433233062358377,1,1,0
